id,sp,distribution,temp,speed_mean,treatment,SVL,Maturity,TAL,HH,TRL,INF,FL_L ,TL_L,FTL_L,FAL_L,SFT_L
LRM57,G_underwoodi,Neonative,30.3,5.15,Urban,35.9283,Adult,-8.031376638,0.119495083,0.417476395,-0.246675334,-0.204611416,0.840275435,0.099612357,0.57235324,16
LRM57,G_underwoodi,Neonative,38,5.36,Urban,35.9283,Adult,-8.031376638,0.119495083,0.417476395,-0.246675334,-0.204611416,0.840275435,0.099612357,0.57235324,16
LRM58,G_underwoodi,Neonative,15.1,0,Native,39.3969,Adult,9.46333923,-0.118579672,-0.090919834,-0.358715109,0.245927069,0.286939761,0.478551658,0.717582367,17
LRM58,G_underwoodi,Neonative,45.3,0,Native,39.3969,Adult,9.46333923,-0.118579672,-0.090919834,-0.358715109,0.245927069,0.286939761,0.478551658,0.717582367,17
LRM58,G_underwoodi,Neonative,26.6,4.8,Native,39.3969,Adult,9.46333923,-0.118579672,-0.090919834,-0.358715109,0.245927069,0.286939761,0.478551658,0.717582367,17
LRM58,G_underwoodi,Neonative,33.6,4.96,Native,39.3969,Adult,9.46333923,-0.118579672,-0.090919834,-0.358715109,0.245927069,0.286939761,0.478551658,0.717582367,17
LRM58,G_underwoodi,Neonative,40.2,8.25,Native,39.3969,Adult,9.46333923,-0.118579672,-0.090919834,-0.358715109,0.245927069,0.286939761,0.478551658,0.717582367,17
LRM59,G_underwoodi,Neonative,15.1,0,Native,36.3853,Adult,17.96120977,0.278344785,0.161698549,-0.131860394,-0.174431999,0.721140896,0.517938616,0.298740622,17
LRM59,G_underwoodi,Neonative,45.1,0,Native,36.3853,Adult,17.96120977,0.278344785,0.161698549,-0.131860394,-0.174431999,0.721140896,0.517938616,0.298740622,17
LRM59,G_underwoodi,Neonative,26.5,4.23,Native,36.3853,Adult,17.96120977,0.278344785,0.161698549,-0.131860394,-0.174431999,0.721140896,0.517938616,0.298740622,17
LRM59,G_underwoodi,Neonative,32.3,5.3,Native,36.3853,Adult,17.96120977,0.278344785,0.161698549,-0.131860394,-0.174431999,0.721140896,0.517938616,0.298740622,17
LRM59,G_underwoodi,Neonative,38.2,5.44,Native,36.3853,Adult,17.96120977,0.278344785,0.161698549,-0.131860394,-0.174431999,0.721140896,0.517938616,0.298740622,17
LRM60,G_underwoodi,Neonative,14.1,0,Native,36.071,Adult,9.561765507,0.270055635,-0.096703099,-0.214945067,-0.456282701,0.280138939,0.114750556,0.219547681,16
LRM60,G_underwoodi,Neonative,44.5,0,Native,36.071,Adult,9.561765507,0.270055635,-0.096703099,-0.214945067,-0.456282701,0.280138939,0.114750556,0.219547681,16
LRM60,G_underwoodi,Neonative,22.7,3.58,Native,36.071,Adult,9.561765507,0.270055635,-0.096703099,-0.214945067,-0.456282701,0.280138939,0.114750556,0.219547681,16
LRM60,G_underwoodi,Neonative,31.7,5.7,Native,36.071,Adult,9.561765507,0.270055635,-0.096703099,-0.214945067,-0.456282701,0.280138939,0.114750556,0.219547681,16
LRM60,G_underwoodi,Neonative,37.5,5.4,Native,36.071,Adult,9.561765507,0.270055635,-0.096703099,-0.214945067,-0.456282701,0.280138939,0.114750556,0.219547681,16
