"","(Intercept)","distribution","FAL_L","FL_L","FTL_L","HH","INF","s(temp, by = distribution)","SFT_L","substrate","SVL","TAL","TL_L","TRL","df","logLik","AICc","delta","weight"
"588",-0.163400952285942,"+",0.811198891140013,NA,-0.685384602765856,NA,NA,"+",NA,NA,0.057630952809107,NA,NA,NA,11,-234.50800091195,492.686887899849,0,0.0266884658354745
"604",-0.145800893922958,"+",0.760095561971643,NA,-0.613298160802676,-0.422290086825507,NA,"+",NA,NA,0.0561096724603797,NA,NA,NA,12,-233.869877927018,493.727017000533,1.04012910068377,0.0158658171560133
"716",-2.20445527691477,"+",0.756135131649808,NA,-0.692755664425565,NA,NA,"+",0.129741764375087,NA,0.0540609036443604,NA,NA,NA,12,-233.881984961651,493.7512310698,1.06434316995058,0.0156748872876896
"2636",-0.163370491249414,"+",0.887344917651346,NA,-0.627346433974914,NA,NA,"+",NA,NA,0.0577605377054489,NA,-0.213106048189526,NA,12,-234.062635039604,494.112531225705,1.42564332585584,0.0130842578657596
"1612",-0.218386684649729,"+",0.774601896515583,NA,-0.552581371738697,NA,NA,"+",NA,NA,0.0597648757389132,-0.00556904423249932,NA,NA,12,-234.103659771429,494.194580689354,1.50769278950509,0.0125583412487706
"844",-0.292480669044961,"+",0.843151973893238,NA,-0.686058038595463,NA,NA,"+",NA,"+",0.0600071067953349,NA,NA,NA,12,-234.276408811837,494.540078770172,1.85319087032269,0.0105659444968097
"1604",-0.420162160664374,"+",0.50117544678173,NA,NA,NA,NA,"+",NA,NA,0.0667348797940579,-0.0100723940838455,NA,NA,11,-235.441806962876,494.554500001702,1.86761210185296,0.0104900315493069
"592",-0.207478035776693,"+",0.818550271881417,-0.165634440460494,-0.605249279868364,NA,NA,"+",NA,NA,0.0592719428129325,NA,NA,NA,12,-234.387403737054,494.762068620605,2.07518072075584,0.00945592113585858
"620",-0.197402511189937,"+",0.800825465516169,NA,-0.698073847065861,NA,0.0719307887783573,"+",NA,NA,0.0575417985094067,NA,NA,NA,12,-234.432139763237,494.851540672971,2.16465277312238,0.00904222338949983
"4684",-0.150628451767106,"+",0.810015230495248,NA,-0.67602535278067,NA,NA,"+",NA,NA,0.0574926736484507,NA,NA,0.0169942200659704,12,-234.500841911608,494.988944969712,2.30205706986339,0.00844186238468935
"580",-0.405753250588143,"+",0.436052143567017,NA,NA,NA,NA,"+",NA,NA,0.0657295810174065,NA,NA,NA,10,-236.919819133657,495.223286066057,2.53639816620802,0.00750847511423073
"596",-0.342872284878162,"+",0.419441263491355,NA,NA,-0.577554473180591,NA,"+",NA,NA,0.0623805689116715,NA,NA,NA,11,-235.811997933345,495.294881942638,2.60799404278941,0.00724444131411567
"1620",-0.368684803690506,"+",0.478631120402323,NA,NA,-0.468299355081451,NA,"+",NA,NA,0.0639178993306763,-0.00872068916816042,NA,NA,12,-234.682227259573,495.351715665643,2.66482776579403,0.00704147452627503
"972",-2.51648721931378,"+",0.790368763429894,NA,-0.694842540423426,NA,NA,"+",0.13975286310936,"+",0.0566464691558285,NA,NA,NA,13,-233.552392056385,495.438117446104,2.75122954625533,0.00674375376124959
"584",-0.447463095554072,"+",0.574543975719502,-0.448605126558739,NA,NA,NA,"+",NA,NA,0.0675736478269578,NA,NA,NA,11,-235.893023987949,495.456934051846,2.77004615199746,0.00668060401515834
"1628",-0.196375530539577,"+",0.733045895524549,NA,-0.50452957413474,-0.389171111158275,NA,"+",NA,NA,0.0581289092756797,-0.00483963432960116,NA,NA,13,-233.564115163149,495.461563659632,2.77467575978289,0.00666515761157316
"4700",-0.0448411387027743,"+",0.73190244119777,NA,-0.516495619905135,-0.586680125607251,NA,"+",NA,NA,0.0545139395567722,NA,NA,0.125969587114673,13,-233.564186358729,495.461706050791,2.77481815094211,0.00666468309870564
"4692",-0.107609490631745,"+",0.46408548173496,NA,NA,-0.823601982712081,NA,"+",NA,NA,0.0577231285840786,NA,NA,0.221717995367342,12,-234.774575399613,495.536411945723,2.84952404587386,0.00642032961287642
"732",-1.57285683767854,"+",0.737248932824549,NA,-0.640165068766285,-0.297575047844572,NA,"+",0.0903262512795745,NA,0.05410023807016,NA,NA,NA,13,-233.61986222802,495.573057789372,2.88616988952344,0.00630376160975241
"1608",-0.450467797463827,"+",0.598979394307738,-0.347244306214978,NA,NA,NA,"+",NA,NA,0.0680201621548764,-0.00861977679708248,NA,NA,12,-234.809465118185,495.606191382866,2.91930348301742,0.00620018877632388
"2892",-0.342137288988777,"+",0.948671074940087,NA,-0.616534231307842,NA,NA,"+",NA,"+",0.0611011351601604,NA,-0.259790581519231,NA,13,-233.640100330529,495.613533994391,2.92664609454221,0.00617746772103248
"594",0.0605208123405509,"+",NA,NA,NA,-0.602622542328115,NA,"+",NA,NA,0.0490862788742469,NA,NA,NA,10,-237.124735382432,495.633118563606,2.94623066375715,0.00611727140967333
"860",-0.266862004984046,"+",0.791498309256106,NA,-0.616369777669449,-0.411824753311722,NA,"+",NA,"+",0.0583791950235568,NA,NA,NA,13,-233.66627958763,495.665892508594,2.97900460874507,0.00601784472743282
"600",-0.386491409081787,"+",0.549242707403813,-0.416850876476037,NA,-0.539228682227311,NA,"+",NA,NA,0.0643328191954116,NA,NA,NA,12,-234.872738203068,495.732737552633,3.04584965278389,0.00582003720595369
"1740",-1.89243822418707,"+",0.741409593344013,NA,-0.602654126577501,NA,NA,"+",0.107497382523078,NA,0.0561390920441273,-0.00375052460443835,NA,NA,13,-233.71422242735,495.761778188033,3.07489028818429,0.00573613900504567
"608",-0.19322699874941,"+",0.767760011557502,-0.176689136838729,-0.527537984652177,-0.4278452334849,NA,"+",NA,NA,0.0578627366551926,NA,NA,NA,13,-233.729690495407,495.792714324148,3.1058264242987,0.00564809470956511
"2628",-0.374622902058058,"+",0.591179115209733,NA,NA,NA,NA,"+",NA,NA,0.0648759355014782,NA,-0.305927548479983,NA,11,-236.073664663828,495.818215403606,3.13132750375723,0.00557653563149145
"2652",-0.150304251434537,"+",0.815675542113852,NA,-0.595843425299359,-0.329982054466908,NA,"+",NA,NA,0.0565383572585454,NA,-0.123386059387872,NA,13,-233.749542740389,495.832418814112,3.14553091426262,0.00553707301091078
"720",-2.22810640928955,"+",0.764101599729366,-0.157329639098224,-0.617153414480752,NA,NA,"+",0.12853558146692,NA,0.0556762950463645,NA,NA,NA,13,-233.770443847815,495.874221028963,3.18733312911434,0.00542254312322275
"1868",-0.366864089515361,"+",0.808265434689448,NA,-0.545076433042492,NA,NA,"+",NA,"+",0.0625883844379911,-0.00594350627274442,NA,NA,13,-233.814258468992,495.961850271318,3.27496237146875,0.00519008614422194
"3660",-0.208027632323341,"+",0.845038160414947,NA,-0.533390153128084,NA,NA,"+",NA,NA,0.0594629466484275,-0.00441496424965383,-0.174292317840436,NA,13,-233.820133367626,495.973600068585,3.28671216873647,0.00515968430552574
"2764",-1.73605175373859,"+",0.803730138586529,NA,-0.664878098059747,NA,NA,"+",0.0999404173976582,NA,0.0549538859084547,NA,-0.0971715418456638,NA,13,-233.821459983857,495.976253301047,3.28936540119798,0.00515284392286499
"748",-2.18833138089569,"+",0.749234191547076,NA,-0.702611061342696,NA,0.0563255179596079,"+",0.127008326930745,NA,0.0540741285162689,NA,NA,NA,13,-233.834547680956,496.002428695245,3.31554079539649,0.00508584445313231
"4812",-2.20820743852616,"+",0.753553500718302,NA,-0.677522576949259,NA,NA,"+",0.131310647821881,NA,0.0537916975829026,NA,NA,0.027878561228069,13,-233.862264453154,496.057862239641,3.37097433979159,0.00494681685926157
"636",-0.156349650085948,"+",0.75836302435136,NA,-0.618894276966888,-0.411456697362223,0.0211852163295219,"+",NA,NA,0.0561246835742061,NA,NA,NA,13,-233.863579421669,496.060492176672,3.37360427682279,0.00494031622584004
"3652",-0.398024227296835,"+",0.59416037940016,NA,NA,NA,NA,"+",NA,NA,0.0660331318382539,-0.00853170715631584,-0.203656473453032,NA,12,-235.074465044084,496.136191234665,3.44930333481648,0.00475682207265194
"706",-2.57308155070867,"+",NA,NA,NA,NA,NA,"+",0.159888865518192,NA,0.0499150792513393,NA,NA,NA,10,-237.429366386682,496.242380572106,3.55549267225666,0.00451084792022445
"1860",-0.574275619503714,"+",0.540599950677644,NA,NA,NA,NA,"+",NA,"+",0.0696098517315685,-0.0104174545635586,NA,NA,12,-235.128954067035,496.245169280567,3.55828138071854,0.00450456258335314
"4724",-0.0964287404244988,"+",0.425355775894413,NA,NA,-0.896647775223148,0.349364041192826,"+",NA,NA,0.0546981415655562,NA,NA,0.426530222949734,13,-233.97148526504,496.276303863414,3.58941596356499,0.00443498174267872
"2640",-0.200533689464971,"+",0.890725924571939,-0.137629141594517,-0.563533639816975,NA,NA,"+",NA,NA,0.0591361901638856,NA,-0.204515893192382,NA,13,-233.978345870968,496.290025075269,3.60313717541976,0.00440465921503823
"1616",-0.261418694815452,"+",0.782476871826196,-0.160845144701427,-0.476447693155637,NA,NA,"+",NA,NA,0.0613620559860295,-0.00551908201079579,NA,NA,13,-233.987751938317,496.308837209967,3.62194931011845,0.00436342293345968
"6732",-0.132461275287353,"+",0.888624280734824,NA,-0.601630906683236,NA,NA,"+",NA,NA,0.0574349163216278,NA,-0.22451486689108,0.0412212054622641,13,-234.020800987504,496.374935308342,3.68804740849328,0.00422157287012019
"848",-0.393633184953331,"+",0.863325982357771,-0.242905718216323,-0.569390353471746,NA,NA,"+",NA,"+",0.0630952731136379,NA,NA,NA,13,-234.030787425213,496.39490818376,3.70802028391131,0.00417962420311774
"2668",-0.185025277752484,"+",0.877657363138846,NA,-0.637832602374671,NA,0.0454509283852628,"+",NA,NA,0.0577036603103254,NA,-0.204217603481665,NA,13,-234.032488525744,496.398310384821,3.71142248497188,0.00417252028612099
"4696",-0.175487312888679,"+",0.571419084315181,-0.360745566302067,NA,-0.760717279280858,NA,"+",NA,NA,0.0600423072935941,NA,NA,0.195018969887921,13,-234.054276343848,496.44188602103,3.75499812118107,0.00408259338595869
"1624",-0.401599271649816,"+",0.57435655007856,-0.334987470397378,NA,-0.454361046546912,NA,"+",NA,NA,0.0653199379006978,-0.00736016656251836,NA,NA,13,-234.074274253829,496.481881840991,3.79499394114202,0.00400176098431749
"1644",-0.235732785779434,"+",0.770366812809721,NA,-0.566490489062515,NA,0.0420166940760216,"+",NA,NA,0.0596138141344567,-0.00529973893393965,NA,NA,13,-234.07822174136,496.489776816053,3.80288891620432,0.00398599522077945
"708",-2.34998203834357,"+",0.380271528018628,NA,NA,NA,NA,"+",0.123553850934336,NA,0.0623489218490313,NA,NA,NA,11,-236.42246910976,496.515824295468,3.82893639561951,0.00393441924162707
"5708",-0.215676562930735,"+",0.774467150957303,NA,-0.551088485812597,NA,NA,"+",NA,NA,0.0597310142021068,-0.00555317568451458,NA,0.0033867730449882,13,-234.103372475074,496.540078283481,3.8531903836323,0.00388699470281622
"1732",-1.54042439953256,"+",0.462669835736207,NA,NA,NA,NA,"+",0.0712327360896433,NA,0.0647097721713882,-0.00913301004402746,NA,NA,12,-235.277020711905,496.541302570306,3.85441467045734,0.00388461603273226
"4690",0.295468064515306,"+",NA,NA,NA,-0.812019353615611,NA,"+",NA,NA,0.0439582232846388,NA,NA,0.187029012796878,11,-236.435225959674,496.541337995298,3.85445009544924,0.00388454722709589
"2632",-0.416601349194471,"+",0.685470809203963,-0.389450508805344,NA,NA,NA,"+",NA,NA,0.0666360591578109,NA,-0.254933050658111,NA,12,-235.29122394886,496.569709044216,3.88282114436743,0.00382983188780877
"1618",0.0854490420877374,"+",NA,NA,NA,-0.51807351773955,NA,"+",NA,NA,0.0488150253664243,-0.0069563405315907,NA,NA,11,-236.449618709067,496.570123494084,3.8832355942352,0.00382903833337399
"5716",-0.188950374379893,"+",0.498918801249818,NA,NA,-0.67631188157346,NA,"+",NA,NA,0.060150268465686,-0.00675646292186286,NA,0.165105915414827,13,-234.139251747935,496.611836829204,3.92494892935531,0.00375000441086671
"876",-0.339295324611134,"+",0.832987775825008,NA,-0.700804793522911,NA,0.0834326693242099,"+",NA,"+",0.0600385242211609,NA,NA,NA,13,-234.173751129856,496.680835593045,3.99394769319645,0.00362283777431206
"712",-2.37336728603417,"+",0.518449580468643,-0.446418501302771,NA,NA,NA,"+",0.12233848928523,NA,0.0642443010206207,NA,NA,NA,12,-235.374896007805,496.737053162106,4.05016526225745,0.00352242210067165
"840",-0.658491984325947,"+",0.647116984255218,-0.523104535574534,NA,NA,NA,"+",NA,"+",0.0716547503382134,NA,NA,NA,12,-235.375773621302,496.738808389101,4.0519204892521,0.00351933213159045
"5700",-0.375297796011711,"+",0.509606849733237,NA,NA,NA,NA,"+",NA,NA,0.0660059829570499,-0.00968640889457557,NA,0.0467263766030249,12,-235.388780593876,496.764822334248,4.07793443439948,0.00347385269118173
"1864",-0.671045003968,"+",0.675167615883618,-0.422811474646512,NA,NA,NA,"+",NA,"+",0.0723116448345625,-0.00877644019511409,NA,NA,13,-234.218925014577,496.771183362487,4.0842954626379,0.00346282160521062
"4732",-0.0435911544519794,"+",0.66937253828084,NA,-0.455005774663899,-0.673061193876169,0.280264354492878,"+",NA,NA,0.0524866071799664,NA,NA,0.301761413470878,14,-233.050959938392,496.811597296139,4.12470939629031,0.00339355071821685
"4722",0.268665663254133,"+",NA,NA,NA,-0.898105490788386,0.407209429598827,"+",NA,NA,0.0417775378152983,NA,NA,0.428878134320969,12,-235.413932684536,496.815126515569,4.12823861571985,0.00338756770604514
"4716",-0.159317098333511,"+",0.773930743535153,NA,-0.649040534316109,NA,0.196149791999902,"+",NA,NA,0.0563386974584784,NA,NA,0.128698586888054,13,-234.245562404615,496.824458142564,4.13757024271513,0.00337179876299901
"1636",-0.41185929658237,"+",0.505308735205384,NA,NA,NA,-0.0154901704858531,"+",NA,NA,0.0667243475817661,-0.0101296629117268,NA,NA,12,-235.43845821572,496.864177577938,4.17728967808864,0.00330549634429946
"4940",-0.300261593504682,"+",0.844241219143408,NA,-0.69003472341755,NA,NA,"+",NA,"+",0.0601093129662947,NA,NA,-0.00719753127637724,13,-234.275187082814,496.883707498961,4.19681959911236,0.00327337538819853
"624",-0.237737544163175,"+",0.808532275762509,-0.15942102901199,-0.620109237942399,NA,0.0674737996564414,"+",NA,NA,0.0591267455482146,NA,NA,NA,13,-234.320269434978,496.97387220329,4.28698430344116,0.00312908093101417
"4676",-0.314952378021878,"+",0.458346461575361,NA,NA,NA,NA,"+",NA,NA,0.0643116733809801,NA,NA,0.0957476564904563,11,-236.706714062394,497.084314200738,4.39742630088926,0.00296097418411977
"4688",-0.193814113975743,"+",0.817312785455091,-0.166617970929454,-0.594588587825938,NA,NA,"+",NA,NA,0.0591309735532945,NA,NA,0.0185238678518043,13,-234.378825680546,497.090984694425,4.40409679457582,0.00295111505477347
"836",-0.533018118737728,"+",0.46675154457574,NA,NA,NA,NA,"+",NA,"+",0.0680861882547511,NA,NA,NA,11,-236.722438335463,497.115762746875,4.42887484702612,0.00291477916089655
"2644",-0.3404662742832,"+",0.515316429617793,NA,NA,-0.435219960286204,NA,"+",NA,NA,0.0627134333355844,NA,-0.181264643251259,NA,12,-235.570633123334,497.128527393166,4.44163949331664,0.00289623533767775
"1876",-0.511320722713132,"+",0.515478430339667,NA,NA,-0.452519919754623,NA,"+",NA,"+",0.0666513120983301,-0.00908032372329165,NA,NA,13,-234.412157443397,497.157648220128,4.47076032027928,0.00285437047808454
"856",-0.583515057181503,"+",0.617119104329965,-0.486796215110841,NA,-0.517505559984031,NA,"+",NA,"+",0.0682371006487527,NA,NA,NA,13,-234.412891019454,497.159115372242,4.47222747239289,0.00285227734807347
"2884",-0.563180679750886,"+",0.663007974419487,NA,NA,NA,NA,"+",NA,"+",0.0683228040233354,NA,-0.3556206165693,NA,12,-235.615085352903,497.217431852303,4.53054395245442,0.0027703107683965
"586",0.205598987103856,"+",NA,NA,-0.223769919215964,NA,NA,"+",NA,NA,0.045596266728595,NA,NA,NA,10,-237.918446051928,497.220539902598,4.53365200274942,0.00276600897920604
"1730",-1.99975786085062,"+",NA,NA,NA,NA,NA,"+",0.126394172582054,NA,0.0496753571059638,-0.00692795863529943,NA,NA,11,-236.786987911716,497.244861899381,4.55797399953155,0.00273257525423946
"852",-0.458761252482107,"+",0.447453746242036,NA,NA,-0.568552167286306,NA,"+",NA,"+",0.0645615700110399,NA,NA,NA,12,-235.640592735661,497.268446617818,4.58155871796941,0.0027005409962098
"976",-2.6276336267146,"+",0.810958652860069,-0.244967870719497,-0.577776475891548,NA,NA,"+",0.140274495017826,"+",0.0597733948783346,NA,NA,NA,14,-233.299265580231,497.308208579816,4.6213206799672,0.00264738177167934
"2888",-0.672891569840576,"+",0.79912844346859,-0.469388832268953,NA,NA,NA,"+",NA,"+",0.0715223016460022,NA,-0.309127306580717,NA,13,-234.488616558598,497.310566450529,4.62367855068032,0.00264426251876644
"1884",-0.335069241080675,"+",0.765822375660821,NA,-0.499366017867608,-0.375023213028913,NA,"+",NA,"+",0.0608111359782017,-0.0052150928390273,NA,NA,14,-233.312940588352,497.335558596059,4.64867069621039,0.00261142521787207
"722",-1.56491591755347,"+",NA,NA,NA,-0.468847207818227,NA,"+",0.0998430288892273,NA,0.0484310622264932,NA,NA,NA,11,-236.847724491565,497.36633505908,4.67944715923124,0.00257154761187114
"582",0.0543451502987935,"+",NA,-0.219524610089232,NA,NA,NA,"+",NA,NA,0.05085950403609,NA,NA,NA,10,-237.992460050474,497.36856789969,4.68167999984149,0.00256867828588657
"988",-1.92512359395435,"+",0.770710908299457,NA,-0.647571809542732,-0.267013887126828,NA,"+",0.103606879098034,"+",0.0564742694492187,NA,NA,NA,14,-233.342521129105,497.394719677565,4.7078317777158,0.00253530917475034
"3656",-0.429463100992498,"+",0.671369558827617,-0.320559407836931,NA,NA,NA,"+",NA,NA,0.0673300149643603,-0.00740942124888921,-0.174932580702576,NA,13,-234.532736269111,497.398805871556,4.71191797170729,0.00253013458009152
"5724",-0.103319863610539,"+",0.713528933617357,NA,-0.440104540129108,-0.532929511448639,NA,"+",NA,NA,0.056464617843961,-0.00407308044135265,NA,0.106098262564382,14,-233.354425690249,497.418528799854,4.73164090000466,0.00250530637109352
"724",-1.2592376590803,"+",0.39545976529829,NA,NA,-0.502016465038787,NA,"+",0.057679566678879,NA,0.0612527661929407,NA,NA,NA,12,-235.717608588055,497.422478322607,4.73559042275826,0.00250036387057058
"1996",-2.19425843515177,"+",0.7758412490251,NA,-0.598371128030444,NA,NA,"+",0.116320458176826,"+",0.0589676792486128,-0.00401476428292802,NA,NA,14,-233.359914222097,497.429505863549,4.74261796370047,0.00249159358324706
"6724",-0.260551595812125,"+",0.629806783505682,NA,NA,NA,NA,"+",NA,NA,0.0630749338238998,NA,-0.327737287456036,0.118300865272841,12,-235.734895671499,497.457052489495,4.77016458964624,0.0024575113365427
"3916",-0.392517006726871,"+",0.906087961682089,NA,-0.518654822211076,NA,NA,"+",NA,"+",0.0629428626481289,-0.00458167272864644,-0.220612423579008,NA,14,-233.377899271583,497.465475962521,4.77858806267193,0.00244718271230582
"3908",-0.589302150658993,"+",0.666944378780782,NA,NA,NA,NA,"+",NA,"+",0.069532223181217,-0.00859847522614322,-0.253084933567323,NA,13,-234.574308976919,497.481951287171,4.79506338732233,0.00242710645173104
"598",0.098331772833369,"+",NA,-0.195702234338955,NA,-0.588645900718285,NA,"+",NA,NA,0.0480814301190966,NA,NA,NA,11,-236.909349744277,497.489585564503,4.80269766465358,0.00241785950950665
"714",-2.61128232000095,"+",NA,NA,-0.275831109641011,NA,NA,"+",0.177122384773455,NA,0.0417192617392636,NA,NA,NA,11,-236.911177661281,497.493241398512,4.80635349866316,0.00241344389990746
"612",-0.418985619535661,"+",0.430127037580588,NA,NA,NA,0.0243834387980807,"+",NA,NA,0.0657566995739767,NA,NA,NA,11,-236.912118879158,497.495123834266,4.80823593441721,0.00241117339205257
"4680",-0.3753467946689,"+",0.586792566752206,-0.432011955538547,NA,NA,NA,"+",NA,NA,0.0664081684881456,NA,NA,0.0745571625089805,12,-235.75731333815,497.501887822797,4.81499992294755,0.00240303259129851
"4828",-1.24015700669838,"+",0.716786532224824,NA,-0.551773462931212,-0.461315870914469,NA,"+",0.0747876249781012,NA,0.0530680415721548,NA,NA,0.108954797583661,14,-233.397669826497,497.505017072349,4.81812917249965,0.00239927568680786
"864",-0.370817062722471,"+",0.812003107308424,-0.249396692754861,-0.496398862895891,-0.416382248042968,NA,"+",NA,"+",0.0615485390337328,NA,NA,NA,14,-233.405168817107,497.520015053568,4.83312715371937,0.00238135083411309
"4704",-0.0920653997922579,"+",0.739256385904016,-0.187678469175456,-0.422608745132775,-0.597482690025069,NA,"+",NA,NA,0.0563266337256147,NA,NA,0.129801654672785,14,-233.405456943695,497.520591306744,4.83370340689487,0.00238066480245975
"4728",-0.158168232703224,"+",0.524666637892256,-0.319101896445101,NA,-0.833631232109774,0.314050371163426,"+",NA,NA,0.0570839547034386,NA,NA,0.382465249397858,14,-233.40656444879,497.522806316934,4.8359184170854,0.00237802966354515
"1736",-1.69787507640789,"+",0.559212405768076,-0.358219414246408,NA,NA,NA,"+",0.0792308152508339,NA,0.0658195630156397,-0.00753079577893746,NA,NA,13,-234.598379367942,497.530092069217,4.84320416936851,0.0023693825557539
"602",0.202553522323307,"+",NA,NA,-0.166544784005358,-0.566644669665831,NA,"+",NA,NA,0.0444501795244693,NA,NA,NA,11,-236.934776628855,497.54043933366,4.85355143381082,0.00235715589720853
"3020",-1.84537713531752,"+",0.867000485897591,NA,-0.652721731638123,NA,NA,"+",0.0957923260902459,"+",0.0583333693993337,NA,-0.147537115225288,NA,14,-233.417728588214,497.545134595783,4.85824669593364,0.0023516286553086
"2896",-0.436714140095692,"+",0.965703315826928,-0.228523591859382,-0.508754679648934,NA,NA,"+",NA,"+",0.0640002707768854,NA,-0.254168508771991,NA,14,-233.42081652522,497.551310469794,4.86442256994508,0.00234437817443559
"6740",-0.115514640092281,"+",0.538747033174812,NA,NA,-0.700318600192723,NA,"+",NA,NA,0.0581856342673498,NA,-0.144706488425478,0.212746766239318,13,-234.613919113538,497.561171560409,4.87428366056008,0.00233284756109373
"2908",-0.310072135940879,"+",0.881885217785557,NA,-0.591720277962223,-0.274246750026566,NA,"+",NA,"+",0.0596897355695594,NA,-0.179746819030054,NA,14,-233.428665846107,497.567009111568,4.88012121171948,0.0023260484299971
"628",-0.318850986120247,"+",0.428834398490575,NA,NA,-0.595574417992866,-0.0407562452645091,"+",NA,NA,0.0622326940527171,NA,NA,NA,12,-235.790131274373,497.567523695244,4.8806357953946,0.00232545003370684
"3668",-0.366117705951734,"+",0.524030594977857,NA,NA,-0.402165930204385,NA,"+",NA,NA,0.0640026515587258,-0.00821334267638219,-0.0925330923087485,NA,13,-234.619096214989,497.57152576331,4.88463786346142,0.00232080138165303
"1632",-0.241594435579883,"+",0.740831213324006,-0.171256565870039,-0.422862979509969,-0.394957195360649,NA,"+",NA,NA,0.0597990989663509,-0.00477404315662625,NA,NA,14,-233.432112777781,497.573902974918,4.88701507506858,0.00231804450240776
"1652",-0.33121372958012,"+",0.494610200282239,NA,NA,-0.49490591554862,-0.0646632380610307,"+",NA,NA,0.063717145020973,-0.00888268197915601,NA,NA,13,-234.623519195694,497.580371724721,4.89348382487242,0.00231055918912777
"1756",-1.23670314083135,"+",0.721611759882297,NA,-0.545945311041045,-0.304017612206581,NA,"+",0.0664840255857682,NA,0.0562484477849653,-0.00387555228432315,NA,NA,14,-233.440568879327,497.590815178008,4.90392727815913,0.00229852552624082
"6748",-0.0525334062274195,"+",0.783108313222363,NA,-0.504134765401086,-0.497480847627123,NA,"+",NA,NA,0.0549587247132702,NA,-0.111479892706657,0.12148930460942,14,-233.465882312811,497.641442044976,4.95455414512742,0.00224107219163398
"4956",-0.145574819139702,"+",0.758358675401805,NA,-0.535323880877713,-0.551071040173111,NA,"+",NA,"+",0.0563510116925626,NA,NA,0.10420863833364,14,-233.476547924506,497.662773268366,4.97588536851754,0.00221729680078169
"2626",0.0707848676944828,"+",NA,NA,NA,NA,NA,"+",NA,NA,0.0501475191219905,NA,-0.101504218474821,NA,10,-238.143830071823,497.671307942389,4.98442004253985,0.0022078550080628
"1004",-2.50804227447684,"+",0.783246103776052,NA,-0.706887877909872,NA,0.0684339018197126,"+",0.136784736859415,"+",0.0567560338495166,NA,NA,NA,14,-233.482526546304,497.674730511963,4.98784261211415,0.00220407997037882
"1748",-0.615746385013575,"+",0.471080976788372,NA,NA,-0.449912882487485,NA,"+",0.0155743083233854,NA,0.0635884738337127,-0.00856933238504255,NA,NA,13,-234.675234978691,497.683803290714,4.99691539086541,0.00219410404985581
"736",-1.57935283927047,"+",0.745177396905385,-0.167667209179957,-0.558084402733137,-0.306207991607318,NA,"+",0.0878846501909147,NA,0.0558192727978362,NA,NA,NA,14,-233.49320233098,497.696082081314,5.0091941814652,0.00218067484354899
"4674",0.0845748161320635,"+",NA,NA,NA,NA,NA,"+",NA,NA,0.0506683675690786,NA,NA,0.063350863255082,10,-238.159055736835,497.701759272413,5.01487137256385,0.00217449356686635
"610",-0.0521830972250121,"+",NA,NA,NA,NA,0.0806470310679494,"+",NA,NA,0.0527753843130669,NA,NA,NA,10,-238.165773163843,497.715194126427,5.02830622657842,0.00215993551611762
"3676",-0.194779631071181,"+",0.773940606413068,NA,-0.502604628015279,-0.328510473318401,NA,"+",NA,NA,0.0582372497297122,-0.00438935384091909,-0.0852022151391306,NA,14,-233.509243766319,497.728164951992,5.04127705214296,0.00214597276874273
"616",-0.462480449726367,"+",0.567978131518312,-0.449076150908818,NA,NA,0.0277168520683141,"+",NA,NA,0.0676037781798952,NA,NA,NA,12,-235.882445922605,497.752152991706,5.0652650918571,0.00212038766955011
"968",-2.84299462742104,"+",0.592899596171297,-0.529600371219525,NA,NA,NA,"+",0.137089021494288,"+",0.0684389664669993,NA,NA,NA,13,-234.711494435434,497.756322204201,5.0694343043524,0.00211597210012754
"4820",-0.682873691770881,"+",0.448084042969686,NA,NA,-0.771232142882718,NA,"+",0.0358614572675403,NA,0.0571319468149267,NA,NA,0.216646982554718,13,-234.736639226705,497.806611786742,5.11972388689344,0.00206342977458067
"5068",-2.51619056602464,"+",0.790275469884558,NA,-0.694531215663604,NA,NA,"+",0.139772697261863,"+",0.0566379274845742,NA,NA,0.000565094613843461,14,-233.552384409133,497.814446237621,5.12755833777203,0.00205536266563326
"1880",-0.610235979184929,"+",0.646778418544549,-0.406072309915225,NA,-0.429151268699506,NA,"+",NA,"+",0.0694906754758172,-0.00757713894625484,NA,NA,14,-233.559752928785,497.829183276924,5.14229537707502,0.00204027334668511
"2648",-0.382457918228434,"+",0.609365916572645,-0.392750580408759,NA,-0.441051595241106,NA,"+",NA,NA,0.06446072464139,NA,-0.127935616033466,NA,13,-234.749283037378,497.83189940809,5.14501150824071,0.00203750440230298
"1660",-0.194759259199497,"+",0.733233124191956,NA,-0.50310737712295,-0.390905665849855,-0.003664212803895,"+",NA,NA,0.0581346791002805,-0.00485982042155197,NA,NA,14,-233.56393148315,497.837540385655,5.15065248580629,0.00203176574071106
"1872",-0.469426461320229,"+",0.828759983900895,-0.244206392844539,-0.427744847209536,NA,NA,"+",NA,"+",0.065722012935824,-0.00596194094709879,NA,NA,14,-233.564346799034,497.838371017422,5.15148311757321,0.00203092209133009
"4948",-0.156965062290103,"+",0.472025261488089,NA,NA,-0.810684562635987,NA,"+",NA,"+",0.0586606467689334,NA,NA,0.212951583065984,13,-234.7547095775,497.842752488333,5.15586458848429,0.00202647774826462
"728",-1.37510122064118,"+",0.524372196785649,-0.420277482684548,NA,-0.457685334670559,NA,"+",0.0621843760219528,NA,0.0631414482634348,NA,NA,NA,13,-234.756836393707,497.847006120748,5.16011822089865,0.00202217238252982
