"","(Intercept)","distribution","FAL_L","FL_L","FTL_L","HH","INF","s(temp, by = distribution)","SFT_L","substrate","SVL","TAL","TL_L","TRL","df","logLik","AICc","delta","weight"
"4601",-3.93093499276972,NA,NA,NA,0.375216630847518,-0.072731109125533,-0.449045710463501,"+",0.394855791527058,"+",NA,NA,NA,0.34841858502519,13,-251.391870023069,531.117073379472,38.430185479623,1.20590990760632e-10
"849",-0.683192002169162,NA,NA,NA,NA,0.978336212749315,NA,"+",NA,"+",0.08470872674803,NA,NA,NA,10,-254.869759779701,531.123167358144,38.4362794582952,1.2022411052169e-10
"7295",2.6244701440368,NA,1.11836605105276,-0.520472522551062,-0.0961450473658503,-0.393627740047972,-0.463104544689296,"+",NA,NA,NA,-0.0051177932650112,-0.181511836821269,0.251715318619981,15,-249.003914646178,531.12471240924,38.4378245093907,1.20131270190238e-10
"7543",2.64345363567542,NA,1.05230287902658,-0.539154779795213,NA,-0.46655771849246,-0.435782654947202,"+",NA,"+",NA,-0.00520488687491291,-0.160520214525524,0.292587639799504,15,-249.006875708925,531.130634534733,38.4437466348836,1.19776080091006e-10
"4449",2.79924486896305,NA,NA,NA,NA,NA,-0.742275095271844,"+",NA,"+",NA,NA,NA,0.201111956247436,10,-254.875192988069,531.13403377488,38.4471458750314,1.19572679162025e-10
"7671",-2.9595429149747,NA,0.727157093952702,-0.637175224055217,NA,-0.257812636530719,-0.362746872213599,"+",0.330079595179291,"+",NA,-0.00326730639525833,0.14933825211124,0.259665580147161,16,-247.800996779536,531.157549114627,38.4706612147781,1.1817501580809e-10
"205",-5.17629632471504,NA,NA,-1.05394454990172,0.786175714357663,NA,NA,"+",0.460139852992319,NA,NA,NA,NA,NA,10,-254.887088231876,531.157824262495,38.470936362646,1.18158759124544e-10
"3281",-8.67100755823312,NA,NA,NA,NA,0.71544349308211,NA,"+",0.666764419428314,NA,NA,-0.00796744614712435,0.674098986175659,NA,11,-253.744831544682,531.160549165314,38.473661265465,1.17997883174351e-10
"357",2.77476801332433,NA,NA,-0.260589802851688,NA,NA,-0.909444179939308,"+",NA,"+",NA,NA,NA,NA,10,-254.892154776299,531.16795735134,38.4810694514914,1.17561616524646e-10
"7515",2.66021345166777,NA,1.18830433338979,NA,-0.172944928805894,-0.535201262000213,NA,"+",NA,"+",NA,-0.0012495409281303,-0.177668555494534,0.671790407490703,14,-250.238446099573,531.186569618501,38.4996817186522,1.16472647322856e-10
"6237",2.64626269255353,NA,NA,-0.887020744834581,1.03430357790706,-1.10378795569452,NA,"+",NA,NA,NA,NA,0.201030402403179,0.790833033705734,12,-252.600019590136,531.18730032677,38.5004124269207,1.16430101332279e-10
"2139",2.52541188205138,NA,1.65295779567597,NA,-0.712111764218782,0.665482491820788,NA,"+",NA,NA,NA,NA,-0.389602881635917,NA,11,-253.761567557271,531.194021190491,38.5071332906417,1.16039502568079e-10
"2371",2.54137598972951,NA,1.22574634881821,NA,NA,NA,NA,"+",NA,"+",NA,NA,-0.296796066265947,NA,10,-254.908849412202,531.201346623146,38.5144587232967,1.1561526020139e-10
"5209",2.68983938262735,NA,NA,NA,0.945006200850235,-0.768756287136208,NA,"+",NA,NA,NA,-0.0076830277214992,NA,0.800575226435173,11,-253.766294181453,531.203474438855,38.5165865390058,1.15492321627212e-10
"1525",-5.77168761865068,NA,NA,-0.382059928015676,NA,0.551762306856305,-0.684057684721043,"+",0.500954205100368,"+",NA,-0.0031613234152771,NA,NA,13,-251.437571427736,531.208476188805,38.5215882889561,1.15203850635523e-10
"5365",-5.70628175503241,NA,NA,-0.371498154690509,NA,0.526705676677766,-0.663640703003154,"+",0.497627299639081,NA,NA,-0.00280487997910942,NA,0.0288247627858394,13,-251.439233356014,531.211800045361,38.5249121455121,1.15012549107159e-10
"3277",-8.33001807263174,NA,NA,-0.96653545261298,0.193210501867909,NA,NA,"+",0.644337120960924,NA,NA,-0.00538354494230553,0.883032763146504,NA,12,-252.618592313027,531.224445772552,38.5375578727028,1.14287634630165e-10
"5503",2.64646463675603,NA,1.0226673507663,-0.529894623451939,-0.0699123643658436,-0.562498235566481,-0.438666713794806,"+",NA,"+",NA,-0.005640803717727,NA,0.293678440009,15,-249.0739699415,531.264822999883,38.5779351000339,1.12003460464231e-10
"4597",-5.93293691569956,NA,NA,-0.40261070513046,NA,0.49254414287194,-0.620114337757658,"+",0.510356499146964,"+",NA,NA,NA,0.0708076791341282,13,-251.469998877384,531.273331088102,38.5864431882533,1.11528004824631e-10
"7665",-5.79710149473121,NA,NA,NA,NA,-0.185000568766362,-0.507577393294681,"+",0.503960263801724,"+",NA,-0.00643634336594953,0.615783530648184,0.212603790766271,14,-250.291657684159,531.292992787672,38.6061048878232,1.1043696149098e-10
"5333",-7.05861035474599,NA,NA,-0.429950116505135,NA,0.53874493050802,NA,"+",0.574353830722473,NA,NA,0.00493534417451905,NA,0.514401187734314,12,-252.658296659254,531.303854465006,38.6169665651567,1.09838821840373e-10
"6527",2.63234524935406,NA,1.15098091301835,-0.531037963691134,-0.130642398556818,-0.479529016241516,-0.379536820751969,"+",NA,"+",NA,NA,-0.19829664100956,0.349351712441022,15,-249.102752074196,531.322387265276,38.6354993654267,1.08825712554164e-10
"581",-0.586094775073966,NA,NA,-0.30401680493394,NA,NA,NA,"+",NA,NA,0.0823477725360685,NA,NA,NA,9,-256.09884354899,531.32268709798,38.6357991981308,1.08809399023194e-10
"4197",2.71379443385817,NA,NA,-0.279078904312509,NA,NA,-0.804026632299262,"+",NA,NA,NA,NA,NA,0.111599748936322,10,-254.970742584754,531.32513296825,38.6382450684012,1.08676413518983e-10
"1115",2.53145692641158,NA,1.42059773252532,NA,-0.586104281711897,0.429859020960762,NA,"+",NA,NA,NA,-0.00860773536249091,NA,NA,11,-253.832693624571,531.336273325092,38.649385425243,1.0807274932499e-10
"7657",-5.79087788337052,NA,NA,NA,0.0336491789990427,NA,-0.518582215365412,"+",0.503371124757579,"+",NA,-0.00717338092797943,0.552297825900776,0.173259502635886,14,-250.318538947438,531.346755314232,38.6598674143829,1.07507822315434e-10
"3525",-9.25233714267773,NA,NA,-0.917772403268555,NA,NA,NA,"+",0.697581143583141,"+",NA,-0.00404243923970349,0.988169515088651,NA,12,-252.690581070989,531.368423288474,38.681535388625,1.06349370609593e-10
"2515",-5.26689041615952,NA,0.714484677152705,NA,NA,0.664050490935954,NA,"+",0.462299169170466,"+",NA,NA,0.0186074172059745,NA,12,-252.700837130373,531.388935407244,38.7020475073949,1.05264219348903e-10
"2265",-10.1831231666745,NA,NA,NA,-0.265679115456117,0.791033613569761,NA,"+",0.75518484911515,NA,NA,NA,0.754955103377536,NA,11,-253.86275519088,531.396396457709,38.7095085578604,1.04872260084049e-10
"7535",2.62565412223219,NA,1.17742396666499,-0.473248542512105,-0.20131284703823,NA,-0.507090338469088,"+",NA,"+",NA,-0.00586002832348811,-0.270040833775585,0.153163933211579,15,-249.144466871226,531.405816859334,38.7189289594855,1.04379452202547e-10
"369",2.79217862322755,NA,NA,NA,NA,-0.0569173779475446,-0.934992989459463,"+",NA,"+",NA,NA,NA,NA,10,-255.016837781252,531.417323361247,38.7304354613979,1.03780655185784e-10
"117",2.71673894537783,NA,NA,-0.30118944599136,NA,-0.00891902220502782,-0.905856154826648,"+",NA,NA,NA,NA,NA,NA,10,-255.016882977095,531.417413752932,38.7305258530828,1.03775964837635e-10
"2509",-8.97550667772568,NA,NA,-1.01252988475568,0.136189462137691,NA,NA,"+",0.680734942666879,"+",NA,NA,0.873667154667838,NA,12,-252.723134065268,531.433529277032,38.7466413771833,1.02943122734382e-10
"7417",-5.75161461439726,NA,NA,NA,0.0676996402817182,-0.13232669364513,-0.537380638302055,"+",0.49887234789223,NA,NA,-0.00746755525814851,0.554932731134479,0.171498729092414,14,-250.373597541689,531.456872502733,38.7699846028837,1.01748595053055e-10
"2901",-0.853122449672038,NA,NA,-0.575792818795537,NA,0.196416944734361,NA,"+",NA,"+",0.0879076267353539,NA,0.741672073853921,NA,12,-252.74593593269,531.479133011876,38.7922451120272,1.00622386408696e-10
"4565",-6.66150226440814,NA,NA,-0.359752319728897,NA,0.598490540527088,NA,"+",0.552541092607682,"+",NA,NA,NA,0.500396225389725,12,-252.754785073893,531.496831294283,38.8099433944342,9.97358928414073e-11
"3425",2.78992687429947,NA,NA,NA,NA,NA,-0.860110947083151,"+",NA,"+",NA,-0.0133228081694746,0.386913886633548,NA,11,-253.918268145673,531.507422367296,38.8205344674466,9.92091337468737e-11
"3455",2.62536469651622,NA,1.15258698742064,-0.491583493245101,-0.205238088779528,-0.166538645381357,-0.672822852115605,"+",NA,"+",NA,-0.00766889616976396,-0.201832188752423,NA,15,-249.20290392308,531.522690963043,38.8358030631936,9.84546254033494e-11
"221",-6.90335249131274,NA,NA,-0.888228752920874,0.476038295482371,0.943974689997987,NA,"+",0.562808665550401,NA,NA,NA,NA,NA,11,-253.938225742704,531.547337561357,38.8604496615081,9.72487848284072e-11
"3577",-5.78707309037689,NA,NA,NA,-0.00572078117028912,-0.00635798206757086,-0.683129998438201,"+",0.502901098692873,"+",NA,-0.00908653388373175,0.5782800898265,NA,14,-250.425672920925,531.561023261206,38.8741353613568,9.65855976215534e-11
"5373",-3.41251373822238,NA,NA,-0.656390892846336,0.624592790360773,-0.0934132801801772,-0.469026564823684,"+",0.361364335718505,NA,NA,-0.00527889797349896,NA,0.25607414282821,14,-250.427709873149,531.565097165653,38.8782092658037,9.63890576129826e-11
"5241",2.73625405417742,NA,NA,NA,0.756381799540116,-0.555936670599266,-0.637547448540558,"+",NA,NA,NA,-0.0129595213608713,NA,0.290538923898127,12,-252.790897906239,531.569056958975,38.8821690591258,9.6198406037141e-11
"3173",2.70364728971532,NA,NA,-0.323384123205323,NA,NA,-0.82989205410328,"+",NA,NA,NA,-0.0122268291039381,0.410422704426329,NA,11,-253.949569756391,531.57002558873,38.8831376888815,9.61518269982442e-11
"5449",2.77609683380467,NA,NA,NA,0.771252689718836,NA,NA,"+",NA,"+",NA,-0.00882676785764048,NA,0.683604148570369,11,-253.950172861788,531.571231799525,38.8843438996764,9.609385479584e-11
"6233",2.67037264359347,NA,NA,NA,0.812387380025614,-0.981099387757137,NA,"+",NA,NA,NA,NA,0.148472057332406,0.848727481060049,11,-253.950551446054,531.571988968058,38.8851010682086,9.60574820598511e-11
"5613",-3.57923495863054,NA,NA,-0.6451722415565,0.595175921140376,NA,-0.476152192159166,"+",0.371366938750626,"+",NA,-0.00540242075323982,NA,0.233896834643061,14,-250.434672812762,531.579023044879,38.8921351450305,9.57202376042687e-11
"6209",2.64059763834348,NA,NA,NA,NA,NA,NA,"+",NA,NA,NA,NA,0.381279240040216,0.652609845607052,9,-256.227429253504,531.579858507007,38.8929706071585,9.56802606379619e-11
"4209",2.72173337538073,NA,NA,NA,NA,-0.118254687118378,-0.799097736411758,"+",NA,NA,NA,NA,NA,0.15858954738694,10,-255.102782309389,531.58921241752,38.9023245176714,9.52338131612642e-11
"6249",2.70760226515906,NA,NA,NA,0.551324434497883,NA,-0.523752136865522,"+",NA,NA,NA,NA,-0.0537640028179094,0.324987360167908,11,-253.976221108005,531.623328291959,38.9364403921101,9.3623097554121e-11
"339",2.55803231064661,NA,1.01810930033651,NA,NA,0.183790317049059,NA,"+",NA,"+",NA,NA,NA,NA,10,-255.123473954311,531.630595707364,38.9437078075147,9.32835159272595e-11
"6649",-5.92460945403206,NA,NA,NA,0.034044597864078,-0.301293972359728,-0.395584250187209,"+",0.511447546788322,"+",NA,NA,0.57807599988253,0.343959506484934,14,-250.465835179406,531.641347778167,38.9544598783185,9.27833660595218e-11
"3147",2.52969353088817,NA,1.50422830536973,NA,-0.496282130094273,NA,NA,"+",NA,NA,NA,-0.0071410949681421,-0.13280763184309,NA,11,-254.020309617204,531.711505310357,39.024617410508,8.95850642621153e-11
"3523",-4.435569759055,NA,0.739884795539102,NA,NA,NA,NA,"+",0.413491718361207,"+",NA,-0.0082516250694135,0.274548579250216,NA,12,-252.863771401366,531.714803949228,39.0279160493791,8.9437431654623e-11
"66",1.95942549993491,"+",NA,NA,NA,NA,NA,"+",NA,NA,NA,NA,NA,NA,8,-257.443229387517,531.728564038192,39.041676138343,8.88242100613115e-11
"3185",2.71716409162679,NA,NA,NA,NA,-0.343938727050441,-0.905882776863826,"+",NA,NA,NA,-0.013380110480092,0.450290957741707,NA,11,-254.029528897834,531.729943871618,39.0430559717692,8.87629498889007e-11
"3159",2.54165266779777,NA,1.24165981051107,-0.806777508763456,NA,0.369671266490356,NA,"+",NA,NA,NA,-0.00757302953922497,-0.226499285790538,NA,12,-252.874039071439,531.735339289376,39.0484513895266,8.85238159927294e-11
"2513",-9.05093548582691,NA,NA,NA,NA,0.712587899798689,NA,"+",0.68875615665293,"+",NA,NA,0.601882703063133,NA,11,-254.033145855335,531.737177786619,39.0502898867701,8.84424779875378e-11
"5573",-6.13825814621328,NA,NA,-0.35471402451745,NA,NA,NA,"+",0.522788636086505,"+",NA,0.00712395147150038,NA,0.649762919421682,12,-252.886588815137,531.76043877677,39.0735508769212,8.74198067968615e-11
"1119",2.52258454550246,NA,1.31446452088659,-0.744851386273099,-0.283224180250094,0.283883897280204,NA,"+",NA,NA,NA,-0.0072313259347897,NA,NA,12,-252.889386730303,531.766034607104,39.0791467072547,8.71755554501637e-11
"7647",-3.88320630651245,NA,0.901935814776987,-0.606418899085201,-0.257355590018638,-0.225552964299298,NA,"+",0.38275271337117,"+",NA,0.00193270248044442,0.203104658286196,0.503162540909813,16,-248.106047944944,531.767651445444,39.0807635455954,8.71051095386995e-11
"2143",2.51652456260406,NA,1.50246419417345,-0.72059136952815,-0.403360744018241,0.46547689733844,NA,"+",NA,NA,NA,NA,-0.297450121718229,NA,12,-252.891396733461,531.770054613419,39.0831667135701,8.70005082900417e-11
"377",2.78012684883468,NA,NA,NA,0.486491560720316,-0.388924361288204,-0.896287382782909,"+",NA,"+",NA,NA,NA,NA,11,-254.050432055141,531.771750186231,39.0848622863816,8.69267816984364e-11
"4605",-3.75699284089641,NA,NA,-0.679514159628812,0.597819105233017,-0.156580097379587,-0.387718837278988,"+",0.381749789443409,"+",NA,NA,NA,0.344423127565402,14,-250.535921442691,531.781520304736,39.0946324048871,8.65031747341516e-11
"5617",-5.27507216601718,NA,NA,NA,NA,0.464270045626926,-0.67992425636412,"+",0.473554607263357,"+",NA,-0.00449353108934304,NA,0.0575691648839883,13,-251.731627382081,531.796588097496,39.1097001976471,8.58539175682325e-11
"217",-7.70339663020684,NA,NA,NA,0.177993050910344,1.17804155186149,NA,"+",0.611181670309897,NA,NA,NA,NA,NA,10,-255.212005033564,531.807657865869,39.1207699660202,8.53800387195744e-11
"3193",2.73735791164912,NA,NA,NA,0.590538483150011,-0.442853901514531,-0.877653036962314,"+",NA,NA,NA,-0.0167176836415345,0.183199859864148,NA,12,-252.910620860674,531.808502867846,39.1216149679968,8.53439731882327e-11
"1355",2.52986881334987,NA,1.44122341921957,NA,-0.51048759106792,NA,NA,"+",NA,"+",NA,-0.00805501910494427,NA,NA,11,-254.072295747263,531.815477570475,39.1285896706259,8.50468671288557e-11
"5605",-5.02877912953314,NA,NA,-0.324952662542477,NA,NA,-0.657752484572432,"+",0.458559670204098,"+",NA,-0.000583940773262566,NA,0.153496148193241,13,-251.742741099901,531.818815533136,39.1319276332873,8.4905043878484e-11
"1401",2.79349804714512,NA,NA,NA,0.654205092764234,-0.325234406029777,-0.888103417796218,"+",NA,"+",NA,-0.0156765401635811,NA,NA,12,-252.921601060316,531.830463267128,39.1435753672794,8.44120052847853e-11
"6005",-0.0309354305836102,NA,NA,-0.122611137667316,NA,0.552880401841428,-0.971723175653675,"+",NA,"+",0.0703157030062314,-0.0132649608674436,NA,-0.350069078055238,14,-250.568051337483,531.84578009432,39.158892194471,8.37680123655118e-11
"5481",2.79172034758298,NA,NA,NA,0.629130579672139,NA,-0.654940184070785,"+",NA,"+",NA,-0.0140057702331409,NA,0.19026223223753,12,-252.931071114339,531.849403375174,39.1625154753253,8.36163922298607e-11
"5585",-6.33683311937205,NA,NA,NA,NA,0.422495170693138,NA,"+",0.535154110815711,"+",NA,0.00351925820184424,NA,0.582522032373962,12,-252.952108694177,531.89147853485,39.2045906350009,8.18756800877648e-11
"4461",2.73307250870415,NA,NA,-0.68284562882741,0.718647638540739,NA,-0.414601961384545,"+",NA,"+",NA,NA,NA,0.354527434164538,12,-252.958420538744,531.904102223985,39.2172143241365,8.13605210334085e-11
"3155",2.57190447956563,NA,1.19088583168414,NA,NA,0.521357877905793,NA,"+",NA,NA,NA,-0.0108264810334524,-0.318623633609266,NA,11,-254.118131397538,531.907148871025,39.2202609711764,8.12366769893431e-11
"3151",2.52135823384079,NA,1.3716817587685,-0.782188474564197,-0.207900593440104,NA,NA,"+",NA,NA,NA,-0.00608970561471467,-0.104719029743885,NA,12,-252.962376077545,531.912013301587,39.2251254017381,8.10393319922475e-11
"1359",2.49239567523821,NA,1.32642984769761,-0.811825888948906,-0.20990316705269,NA,NA,"+",NA,"+",NA,-0.00693790124620311,NA,NA,12,-252.96674354254,531.920748231576,39.233860331727,8.06861673251347e-11
"1533",-3.78866722914388,NA,NA,-0.639642440364168,0.525004647664342,0.152484855440285,-0.676575053003419,"+",0.383233345812073,"+",NA,-0.00778442407054746,NA,NA,14,-250.606180960875,531.922039341106,39.2351514412566,8.06340967943634e-11
"1367",2.5061558368308,NA,1.15813201948352,-0.861557770925904,NA,0.21188577428043,NA,"+",NA,"+",NA,-0.00887761353473161,NA,NA,12,-252.968797095966,531.92485533843,39.2379674385808,8.05206439834031e-11
"1233",-8.14499495930294,NA,NA,NA,NA,1.36830701119337,NA,"+",0.637671603949709,NA,NA,-0.00323407826875364,NA,NA,10,-255.272651238919,531.928950276581,39.242062376732,8.03559491162592e-11
"3399",2.49425163697536,NA,1.27324685930505,-0.87318809900353,NA,NA,NA,"+",NA,"+",NA,-0.00722703173496731,-0.142130675050041,NA,12,-252.971325058596,531.929911263689,39.2430233638397,8.03173478752639e-11
"7265",2.72024961057608,NA,NA,NA,NA,NA,-0.892989637118427,"+",NA,NA,NA,-0.0138697021634834,0.36579231297952,-0.033195702581902,11,-254.136053056828,531.942992189604,39.2561042897555,7.97937493913782e-11
"7675",-3.53113242058739,NA,0.981013576003084,NA,-0.581818965021122,0.0555827357619037,-0.481699491352154,"+",0.364527085733663,"+",NA,-0.00297245044516799,0.115596139209708,0.143902431146419,16,-248.194124628198,531.943804811951,39.2569169121023,7.97613348850642e-11
"3543",-5.4310800300773,NA,0.764223988057661,-0.91505081042693,NA,0.523619528225987,NA,"+",0.468849590377917,"+",NA,-0.00441427196809356,0.194543059254853,NA,14,-250.620720357129,531.951118133612,39.2642302337633,7.94702073377461e-11
"7421",-5.57233962171535,NA,NA,-0.689768378540124,0.280644195914298,-0.29365017654832,-0.426372272301773,"+",0.486656929561476,NA,NA,-0.00540717782919102,0.582197014873898,0.2285619602008,15,-249.421883801519,531.96065071992,39.2737628200711,7.90923302843477e-11
"4417",2.78738717167436,NA,NA,NA,NA,NA,NA,"+",NA,"+",NA,NA,NA,0.744957094164672,9,-256.418271098073,531.961542196146,39.2746542962967,7.90570836742742e-11
"347",2.51811190694951,NA,1.50476787010754,NA,-0.753701453269564,0.392913473360339,NA,"+",NA,"+",NA,NA,NA,NA,11,-254.148851824504,531.968589724957,39.2817018251083,7.87789953833548e-11
"465",-8.49887225771473,NA,NA,NA,NA,1.34457838967571,NA,"+",0.656841895417105,"+",NA,NA,NA,NA,10,-255.296828775705,531.977305350151,39.2904174503023,7.84364382269521e-11
"3535",-5.78359032103882,NA,1.01058890798154,-0.826549481352503,-0.449408922820047,NA,NA,"+",0.488361210688341,"+",NA,-0.00129243327287697,0.40517239205852,NA,14,-250.637791421551,531.985260262458,39.2983723626089,7.81250803497148e-11
"3433",2.78516687828199,NA,NA,NA,0.539070300527979,NA,-0.823626505303572,"+",NA,"+",NA,-0.0164377277831532,0.113030387595219,NA,12,-253.000702151087,531.98866544867,39.3017775488209,7.7992178297668e-11
"1989",-8.47281002756937,NA,NA,-0.463819871117215,NA,NA,NA,"+",0.489214805135788,"+",0.0707468107062577,0.0027318681842452,NA,NA,12,-253.006804369084,532.000869884664,39.3139819848154,7.75177021743263e-11
"2169",2.71509890789789,NA,NA,NA,0.457593248181287,-0.441532461506827,-0.88736900334473,"+",NA,NA,NA,NA,0.0858108391687284,NA,11,-254.171176803947,532.013239683843,39.326351783994,7.7039742559711e-11
"4473",2.80742948953905,NA,NA,NA,0.733696159101046,-0.858363779712289,-0.394239516965251,"+",NA,"+",NA,NA,NA,0.597218838707179,12,-253.044437941464,532.076137029425,39.3892491295762,7.4654645544135e-11
"7661",-5.96304406077773,NA,NA,-0.649832969246731,0.205067957422597,NA,-0.447365011452647,"+",0.510554747131098,"+",NA,-0.00573990894890297,0.556617665036991,0.165860471126047,15,-249.488643391365,532.094169899613,39.4072819997643,7.39845522441481e-11
"7273",2.73344016388307,NA,NA,NA,0.601293909993827,NA,-0.707536844403336,"+",NA,NA,NA,-0.0153981192044748,0.0608092549839411,0.122152145107128,12,-253.054602995133,532.096467136763,39.4095792369139,7.38996209993323e-11
"2409",2.77226037489678,NA,NA,NA,0.403423356695986,NA,-0.833495822341124,"+",NA,"+",NA,NA,0.0234626091211194,NA,11,-254.21330767307,532.097501422089,39.4106135222398,7.38614142325643e-11
"2391",2.48526246272174,NA,1.29945852210515,-0.908503358287838,NA,0.373847623173217,NA,"+",NA,"+",NA,NA,-0.346052453720044,NA,12,-253.062491106903,532.112243360303,39.4253554604545,7.33189855982816e-11
"6253",2.68244796814304,NA,NA,-0.736840027479741,0.75021259234194,NA,-0.442510971557867,"+",NA,NA,NA,NA,-0.028996023989687,0.318181076862948,12,-253.063040122085,532.113341390668,39.4264534908188,7.32787434098436e-11
"2379",2.50925023512529,NA,1.60611617838483,NA,-0.625549861676746,NA,NA,"+",NA,"+",NA,NA,-0.205016362493558,NA,11,-254.222486667451,532.115859410851,39.4289715110024,7.31865427853125e-11
"2383",2.47348420381336,NA,1.4708475278625,-0.8301336672371,-0.299030693224142,NA,NA,"+",NA,"+",NA,NA,-0.188945553083927,NA,12,-253.070340467615,532.127942081727,39.4410541818782,7.27457312168002e-11
"5245",2.7090599484112,NA,NA,-0.715438514014069,0.977059147679674,-0.68331266019984,-0.520587664732593,"+",NA,NA,NA,-0.010533550918394,NA,0.346557120462001,13,-251.900699939595,532.134733212524,39.4478453126748,7.24991372289451e-11
"6653",-5.79436872435736,NA,NA,-0.698557935402368,0.253782883683435,-0.393812715509292,-0.331283423258484,"+",0.500816417151166,"+",NA,NA,0.593950258601242,0.339828544398076,15,-249.509362140348,532.135607397579,39.4487194977302,7.2467455322264e-11
"7547",2.66882538598849,NA,1.17379147040373,NA,-0.295000480449529,-0.315884534591898,-0.514287832939067,"+",NA,"+",NA,-0.0058806125945118,-0.2069317705051,0.246461026480642,15,-249.510843894735,532.138570906353,39.4516830065037,7.23601558677939e-11
"8021",-0.15540321521223,NA,NA,-0.327219912038701,NA,-0.431871591025651,NA,"+",NA,"+",0.0726047100025472,-0.00702358625490023,0.828224843657089,0.436502117871037,14,-250.734823137118,532.179323693591,39.4924357937425,7.09006372114735e-11
"351",2.48215430782214,NA,1.38706270786959,-0.799063977081141,-0.405743992140236,0.242668807557476,NA,"+",NA,"+",NA,NA,NA,NA,12,-253.105228705106,532.197718556708,39.510830656859,7.02515231203515e-11
"3531",-5.66126773413895,NA,1.13399868138332,NA,-0.752378317520658,NA,NA,"+",0.483370261229452,"+",NA,-0.00243919213968975,0.394205495836223,NA,13,-251.935674262734,532.204681858801,39.5177939589524,7.00073571283853e-11
"3521",-8.34595657545374,NA,NA,NA,NA,NA,NA,"+",0.647478210564527,"+",NA,-0.00793015604183132,0.891053640570262,NA,11,-254.276837439698,532.224560955345,39.5376730554962,6.93149623687837e-11
"7241",2.68208466925236,NA,NA,NA,0.782157874346766,NA,NA,"+",NA,NA,NA,-0.0100407334175485,0.0307526911089315,0.647113104469971,11,-254.278843057331,532.228572190611,39.5416842907617,6.91760823746809e-11
"3273",-8.71052073713354,NA,NA,NA,-0.0600160268533291,NA,NA,"+",0.667951830165656,NA,NA,-0.00744450574628058,0.922963544289933,NA,11,-254.279040301934,532.228966679818,39.5420787799687,6.91624391113156e-11
"6473",2.77392945206835,NA,NA,NA,0.661334183941433,NA,NA,"+",NA,"+",NA,NA,0.00959056026159105,0.718818184853046,11,-254.281553312168,532.233992700285,39.5471048004363,6.89888513992346e-11
"7519",2.62714613746815,NA,1.10698259463064,-0.590641707755105,0.0463820974881092,-0.627253843074021,NA,"+",NA,"+",NA,-0.000830580780659086,-0.135031085787059,0.63980663389761,15,-249.559412683514,532.235708483911,39.5488205840617,6.89296918083443e-11
"5593",-3.50454244590595,NA,NA,NA,0.576961453870532,-0.210505938318421,NA,"+",0.369456623860171,"+",NA,-0.00177408621667258,NA,0.694493790121386,13,-251.955627335628,532.244588004589,39.5577001047405,6.86243388450155e-11
"5453",2.72336695114031,NA,NA,-0.712468207827336,0.949513500422124,NA,NA,"+",NA,"+",NA,-0.00799777611455949,NA,0.617423502156603,12,-253.13116522237,532.249591591236,39.5627036913874,6.84528695121173e-11
"7669",-6.62643376987639,NA,NA,-0.581010940637009,NA,-0.167093527935118,-0.465811778219255,"+",0.550004076248684,"+",NA,-0.00430968167795377,0.708146871082205,0.175958470658661,15,-249.56717613185,532.251235380584,39.564347480735,6.83966315772559e-11
"2173",2.68767183406659,NA,NA,-0.790597100387693,0.679578362117252,-0.559370222807634,-0.807888451642031,"+",NA,NA,NA,NA,0.13782852831579,NA,12,-253.141989440085,532.271240026666,39.5843521268172,6.77159164150232e-11
"3581",-5.8256155109532,NA,NA,-0.65920250541411,0.182010828189682,-0.0883082490571098,-0.616207421337949,"+",0.502277639897791,"+",NA,-0.00766381846439844,0.593387229682094,NA,15,-249.58317413627,532.283231389423,39.5963434895741,6.73111280595712e-11
"193",-6.98935730961254,NA,NA,NA,NA,NA,NA,"+",0.568492360474537,NA,NA,NA,NA,NA,8,-257.7020688727,532.298547683289,39.6116597834401,6.67976183268139e-11
"381",2.72622359165786,NA,NA,-0.745377036567764,0.722789820044204,-0.462235669896219,-0.819162407738916,"+",NA,"+",NA,NA,NA,NA,12,-253.166942270946,532.321145688389,39.6342577885402,6.60471197939228e-11
"3925",-0.861372321269235,NA,NA,-0.461549385193165,NA,0.229587932501727,NA,"+",NA,"+",0.0885620781976284,-0.0121965254849315,0.839752029439448,NA,13,-252.019552206351,532.372437746036,39.6855498461871,6.43748091772905e-11
"1363",2.56781769821504,NA,1.05314227015362,NA,NA,0.307496333962867,NA,"+",NA,"+",NA,-0.0127411901227941,NA,NA,11,-254.356226390733,532.383338857415,39.6964509575665,6.40248852012286e-11
"201",-5.63089600453304,NA,NA,NA,0.511493568741747,NA,NA,"+",0.488179556003092,NA,NA,NA,NA,NA,9,-256.636787270158,532.398574540316,39.711686640467,6.35390067988962e-11
"4949",0.120021226131011,NA,NA,-0.134612653703708,NA,0.332042608001295,NA,"+",NA,"+",0.0661711039143653,NA,NA,0.465187063802364,12,-253.243411884797,532.47408491609,39.7871970162412,6.11848010437475e-11
"3395",2.55350120029759,NA,1.19706164861788,NA,NA,NA,NA,"+",NA,"+",NA,-0.0107003331511209,-0.167241608266981,NA,11,-254.402533948902,532.475953973753,39.7890660739044,6.11276487924905e-11
"3197",2.71108051359963,NA,NA,-0.693307796810856,0.772641904973048,-0.546153083423525,-0.809085674472997,"+",NA,NA,NA,-0.0150746168814112,0.219313225348961,NA,13,-252.076177310042,532.485687953417,39.798800053568,6.08308639576063e-11
